,InvoiceNumber,OrderNumber,QuoteNumber,InvoiceDate,DueDate,InvoiceStatus,Customer,Comments,PostalAddress,DeliveryAddress,DeliveryInstruction,SubTotal,TaxTotal,Total,BCSubTotal,BCTaxTotal,BCTotal,CreatedBy,PaymentTerm,InvoiceLines,Guid,LastModifiedOn
64,SI-00000059,SO-00000059,,2020-09-07 13:02:13.916,2020-10-07 14:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2003.7,300.56,2304.26,4508.77,676.31,5185.08,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 555.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 83.25, 'BCUnitPrice': 416.2916, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'ed5219b3-f0f0-4190-a261-1ea755071687', 'LastModifiedOn': '/Date(1599440533916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': 'c37f950a-4b08-4944-804f-11feea3f99b2', 'ProductCode': 'DININGCHAIR', 'ProductDescription': 'Dining Chair'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 24.95, 'DiscountRate': 0.0, 'LineTotal': 249.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 37.43, 'BCUnitPrice': 56.1431, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '3bc2e233-0231-4368-891c-d9cdaf2bb836', 'LastModifiedOn': '/Date(1599440533916)/'}, {'LineNumber': 3, 'LineType': None, 'Product': {'Guid': '5d99ef7e-2439-4b6e-ab60-1137b8d8b5b7', 'ProductCode': 'GLUE', 'ProductDescription': 'Furniture Assembly Glue'}, 'OrderQuantity': 80.0, 'InvoiceQuantity': 80.0, 'UnitPrice': 14.99, 'DiscountRate': 0.0, 'LineTotal': 1199.2, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 179.88, 'BCUnitPrice': 33.7309, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '283ada3f-29cd-4fa0-a12a-8c39969bcd1a', 'LastModifiedOn': '/Date(1599440533916)/'}]",302845c9-fb59-4ffe-b595-adcdb09b4956,2020-09-07 13:02:13.916
65,SI-00000058,SO-00000058,,2020-08-28 13:02:13.916,2020-09-27 14:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,120.0,18.0,138.0,126.42,18.96,145.38,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '92749139-34bf-44a7-bfb1-e0aff00e137a', 'ProductCode': 'COUCH2', 'ProductDescription': '2-Seater Couch'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 12.0, 'DiscountRate': 0.0, 'LineTotal': 120.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 18.0, 'BCUnitPrice': 12.6422, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'e6884c66-ec5e-4c95-9a49-d748d430a69d', 'LastModifiedOn': '/Date(1598576533916)/'}]",6fca8da5-52d8-45d5-8898-99a278493957,2020-08-28 13:02:13.916
66,SI-00000057,SO-00000057,,2020-08-24 13:02:13.916,2020-09-23 13:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,295.0,0.0,295.0,295.0,0.0,295.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 295.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 147.5, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '79711a97-4c84-473f-b094-2cec3bae64ba', 'LastModifiedOn': '/Date(1598230933916)/'}]",dca24b12-26ca-4b12-b831-d0e2240a20fa,2020-08-24 13:02:13.916
67,SI-00000056,SO-00000056,,2020-08-17 13:02:13.916,2020-09-16 13:02:13.916,Completed,"{'CustomerCode': 'GAR123', 'CustomerName': 'Garrick Inc.', 'CurrencyId': 8, 'Guid': '1a2d2582-8fe3-4a19-9cdf-86ca44e1ee30', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,999.9,149.99,1149.89,1053.41,158.01,1211.42,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '7b0eda5d-b873-4cd5-8ca0-0d4d279bfbb8', 'ProductCode': 'DINING', 'ProductDescription': ' Dining Table'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 99.99, 'DiscountRate': 0.0, 'LineTotal': 999.9, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 149.99, 'BCUnitPrice': 105.3413, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '4a582461-f63a-44bf-8fb2-8a170b3d4d5e', 'LastModifiedOn': '/Date(1597626133916)/'}]",fff45763-e29f-4617-96db-0c472848b8f1,2020-08-17 13:02:13.916
68,SI-00000055,SO-00000055,,2020-08-13 13:02:13.916,2020-09-12 13:02:13.916,Completed,"{'CustomerCode': 'GBRO', 'CustomerName': 'Griffin Brothers Fabrication Ltd.', 'CurrencyId': 8, 'Guid': '66b78e78-72de-4ce6-8273-4714d1eef780', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1850.0,277.5,2127.5,1949.01,292.35,2241.36,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 1850.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 277.5, 'BCUnitPrice': 194.901, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '2103406a-4b88-4315-9161-79b5e6d8f95c', 'LastModifiedOn': '/Date(1597280533916)/'}]",5e786eba-f94f-4867-84df-840a34f4ed2a,2020-08-13 13:02:13.916
69,SI-00000054,SO-00000054,,2020-08-09 13:02:13.916,2020-09-08 13:02:13.916,Completed,"{'CustomerCode': 'SIREEN', 'CustomerName': 'The House of Sireen', 'CurrencyId': 48, 'Guid': '1e6c005c-54e8-4af5-bbb1-63d2a7617552', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.99,375.0,2874.99,5625.54,843.83,6469.37,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 2499.99, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 375.0, 'BCUnitPrice': 5625.5401, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '8bf99325-3867-4728-b083-7ff8e38e857e', 'LastModifiedOn': '/Date(1596934933916)/'}]",5ac5c73f-2c26-402b-9766-8e1180ece530,2020-08-09 13:02:13.916
70,SI-00000053,SO-00000053,,2020-08-04 13:02:13.916,2020-09-03 13:02:13.916,Completed,"{'CustomerCode': 'FRANCK', 'CustomerName': 'Franck & Co.', 'CurrencyId': 151, 'Guid': '92cc4f48-4627-45fb-b95c-2358911c9060', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.0,374.85,2873.85,3715.99,557.4,4273.39,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 2499.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 374.85, 'BCUnitPrice': 185.7993, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'e1e66017-5434-4bf0-892e-95420190612b', 'LastModifiedOn': '/Date(1596502933916)/'}]",d3cda3b2-1c4e-4428-9f6e-73709843d38b,2020-08-04 13:02:13.916
71,SI-00000052,SO-00000052,,2020-07-29 13:02:13.916,2020-08-28 13:02:13.916,Completed,"{'CustomerCode': 'JUNIOR', 'CustomerName': 'The Junior Store', 'CurrencyId': 151, 'Guid': '2b7e7292-f98a-463e-a378-907d84cfc3d7', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1874.25,0.0,1874.25,2786.99,0.0,2786.99,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 15.0, 'InvoiceQuantity': 15.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 1874.25, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 185.7993, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '183c76c4-da72-4b8c-aa8b-128590075c76', 'LastModifiedOn': '/Date(1595984533916)/'}]",b2c62972-e4e8-4a1d-ae7a-f37daae39c6c,2020-07-29 13:02:13.916
72,SI-00000051,SO-00000051,,2020-07-23 13:02:13.916,2020-08-22 13:02:13.916,Completed,"{'CustomerCode': 'WADE', 'CustomerName': ""Wade's Apparel & Accessories"", 'CurrencyId': 110, 'Guid': '56de6b21-37c3-4aa8-a885-3da3490689aa', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1998.0,299.7,2297.7,1998.0,299.7,2297.7,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'e57b4130-ca43-429d-9adf-2d88086d8b3d', 'ProductCode': 'CHAIR', 'ProductDescription': 'Lounge Chair'}, 'OrderQuantity': 2.0, 'InvoiceQuantity': 2.0, 'UnitPrice': 999.0, 'DiscountRate': 0.0, 'LineTotal': 1998.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 299.7, 'BCUnitPrice': 999.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '2fa61cd5-6534-45bf-abaf-e242df230b24', 'LastModifiedOn': '/Date(1595466133916)/'}]",18cc27f8-cb50-484d-99f5-76e0440aab0b,2020-07-23 13:02:13.916
73,SI-00000050,SO-00000050,,2020-07-18 13:02:13.916,2020-08-17 13:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,590.0,88.5,678.5,1327.63,199.14,1526.77,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 4.0, 'InvoiceQuantity': 4.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 590.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 88.5, 'BCUnitPrice': 331.9082, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'fee8c817-fbf8-4948-a429-bef3aef1e303', 'LastModifiedOn': '/Date(1595034133916)/'}]",3506edef-2461-4504-ac6e-362e8c8143d5,2020-07-18 13:02:13.916
74,SI-00000049,SO-00000049,,2020-07-15 13:02:13.916,2020-08-14 13:02:13.916,Completed,"{'CustomerCode': 'MATSUP', 'CustomerName': ""Matt's Supplies Ltd."", 'CurrencyId': 8, 'Guid': 'e482e0be-f1b2-4e28-9094-88de57237846', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.99,375.0,2874.99,2633.79,395.07,3028.86,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 2499.99, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 375.0, 'BCUnitPrice': 2633.7863, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '11812ddc-d12e-4821-b1fa-56137547f435', 'LastModifiedOn': '/Date(1594774933916)/'}]",6dcd7bf4-b5a9-4b8a-8fce-f895368c3414,2020-07-15 13:02:13.916
75,SI-00000048,SO-00000048,,2020-07-08 13:02:13.916,2020-08-07 13:02:13.916,Completed,"{'CustomerCode': 'BENEMP', 'CustomerName': ""Ben's Emporium"", 'CurrencyId': 110, 'Guid': 'f1cf4667-6c86-4a05-8794-7ff64a2fe74f', 'LastModifiedOn': '/Date(1623926605677)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,2499.0,374.85,2873.85,2499.0,374.85,2873.85,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 20.0, 'InvoiceQuantity': 20.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 2499.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 374.85, 'BCUnitPrice': 124.95, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '45dbc17e-3a3f-403e-8b36-19e31ba58549', 'LastModifiedOn': '/Date(1594170133916)/'}]",33fe34f0-5a9f-46ee-9265-7c8cfa0f8c1c,2020-07-08 13:02:13.916
76,SI-00000047,SO-00000047,,2020-07-02 13:02:13.916,2020-08-01 13:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,555.0,0.0,555.0,555.0,0.0,555.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 555.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 185.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '5c43c001-ab92-4adf-b7ea-523529d347b4', 'LastModifiedOn': '/Date(1593651733916)/'}]",0d8e24bf-67c6-46f7-8b30-75da7139fd00,2020-07-02 13:02:13.916
77,SI-00000046,SO-00000046,,2020-06-30 13:02:13.916,2020-07-30 13:02:13.916,Completed,"{'CustomerCode': 'EMWAR', 'CustomerName': ""Emmanuel's Discount Warehouse"", 'CurrencyId': 151, 'Guid': '1ced0364-4788-42c9-9d2e-0ca40e30f16c', 'LastModifiedOn': '/Date(1623718933946)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1199.88,0.0,1199.88,1784.21,0.0,1784.21,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '7b0eda5d-b873-4cd5-8ca0-0d4d279bfbb8', 'ProductCode': 'DINING', 'ProductDescription': ' Dining Table'}, 'OrderQuantity': 12.0, 'InvoiceQuantity': 12.0, 'UnitPrice': 99.99, 'DiscountRate': 0.0, 'LineTotal': 1199.88, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 148.684, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '4385767c-86a8-443d-9b45-c563948b081c', 'LastModifiedOn': '/Date(1593478933916)/'}]",9312a69e-2474-4ff1-977d-3c36f7166344,2020-06-30 13:02:13.916
78,SI-00000045,SO-00000045,,2020-06-23 13:02:13.916,2020-07-23 13:02:13.916,Completed,"{'CustomerCode': 'FRANCK', 'CustomerName': 'Franck & Co.', 'CurrencyId': 151, 'Guid': '92cc4f48-4627-45fb-b95c-2358911c9060', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,3799.39,569.92,4369.31,5649.65,847.45,6497.1,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '01184e86-570a-4a68-ba0d-9ae46e6d4f5e', 'ProductCode': 'SCREWS', 'ProductDescription': 'Box of Screws'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 4.99, 'DiscountRate': 0.0, 'LineTotal': 49.9, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 7.49, 'BCUnitPrice': 7.4201, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '375d7dfd-6abf-4aa1-bbc8-d073c2e61266', 'LastModifiedOn': '/Date(1592874133916)/'}, {'LineNumber': 2, 'LineType': None, 'Product': {'Guid': '871bcd30-c636-4fe2-a5a0-734bdf961b6c', 'ProductCode': 'BOOKSHELF', 'ProductDescription': 'Wooden Bookshelf'}, 'OrderQuantity': 1.0, 'InvoiceQuantity': 1.0, 'UnitPrice': 2499.99, 'DiscountRate': 0.0, 'LineTotal': 2499.99, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 375.0, 'BCUnitPrice': 3717.4572, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '4e989177-9bf5-4d3d-a78e-bfb7a2de5cf8', 'LastModifiedOn': '/Date(1592874133916)/'}, {'LineNumber': 3, 'LineType': None, 'Product': {'Guid': 'fa8403d6-b438-4b4c-ad47-96c5ca686c98', 'ProductCode': 'SHELF', 'ProductDescription': 'Bookshelf Shelf'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 124.95, 'DiscountRate': 0.0, 'LineTotal': 1249.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 187.43, 'BCUnitPrice': 185.7993, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '9c6bc38e-ea64-4426-9389-509c1ef5d9ed', 'LastModifiedOn': '/Date(1592874133916)/'}]",3f973468-76c3-478a-b48a-a486b33db992,2020-06-23 13:02:13.916
79,SI-00000044,SO-00000044,,2020-06-20 13:02:13.916,2020-07-20 13:02:13.916,Completed,"{'CustomerCode': 'LMH001', 'CustomerName': 'LMH Industries', 'CurrencyId': 110, 'Guid': 'f3b59598-528f-4102-85d3-1f451595add1', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,75.0,0.0,75.0,75.0,0.0,75.0,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '344e29ea-e6de-43d3-82b2-7fb7ba6f7783', 'ProductCode': 'NAIL-S', 'ProductDescription': 'Small Nails'}, 'OrderQuantity': 3.0, 'InvoiceQuantity': 3.0, 'UnitPrice': 25.0, 'DiscountRate': 0.0, 'LineTotal': 75.0, 'Comments': None, 'TaxRate': 0.0, 'LineTax': 0.0, 'BCUnitPrice': 25.0, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': 'bb83bb71-63ca-4f58-a788-fd8d3cd417d7', 'LastModifiedOn': '/Date(1592614933916)/'}]",e9cc8609-f815-4d54-8383-ac3203f931c3,2020-06-20 13:02:13.916
80,SI-00000043,SO-00000043,,2020-06-11 13:02:13.916,2020-07-11 13:02:13.916,Completed,"{'CustomerCode': 'MATSUP', 'CustomerName': ""Matt's Supplies Ltd."", 'CurrencyId': 8, 'Guid': 'e482e0be-f1b2-4e28-9094-88de57237846', 'LastModifiedOn': '/Date(1623718933940)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,249.5,37.43,286.93,262.85,39.43,302.28,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'c37f950a-4b08-4944-804f-11feea3f99b2', 'ProductCode': 'DININGCHAIR', 'ProductDescription': 'Dining Chair'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 24.95, 'DiscountRate': 0.0, 'LineTotal': 249.5, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 37.43, 'BCUnitPrice': 26.2853, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '5d56a354-0ccf-4045-b445-e777b100f550', 'LastModifiedOn': '/Date(1591837333916)/'}]",28f34b22-88a7-41fb-aec2-b5f8493a435c,2020-06-11 13:02:13.916
81,SI-00000042,SO-00000042,,2020-06-05 13:02:13.916,2020-07-05 13:02:13.916,Completed,"{'CustomerCode': 'GAR123', 'CustomerName': 'Garrick Inc.', 'CurrencyId': 8, 'Guid': '1a2d2582-8fe3-4a19-9cdf-86ca44e1ee30', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,925.0,138.75,1063.75,974.51,146.18,1120.69,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': '74e86d55-dab8-4142-9f90-befd18e71b59', 'ProductCode': 'COUCH3', 'ProductDescription': '3-Seater Couch'}, 'OrderQuantity': 5.0, 'InvoiceQuantity': 5.0, 'UnitPrice': 185.0, 'DiscountRate': 0.0, 'LineTotal': 925.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 138.75, 'BCUnitPrice': 194.901, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '9efa1abf-12ca-4972-9e98-4833605dc320', 'LastModifiedOn': '/Date(1591318933916)/'}]",440497c2-e1de-4e70-9bbb-ec7433372093,2020-06-05 13:02:13.916
82,SI-00000041,SO-00000041,,2020-05-30 13:02:13.916,2020-06-29 13:02:13.916,Completed,"{'CustomerCode': 'PTECH', 'CustomerName': 'PivacTech', 'CurrencyId': 48, 'Guid': '439ee17c-252f-4ace-9b76-9d1d0deb1a3b', 'LastModifiedOn': '/Date(1623718933943)/'}",,,"{'AddressType': None, 'AddressName': None, 'StreetAddress': None, 'StreetAddress2': None, 'Suburb': None, 'City': None, 'Region': None, 'Country': None, 'PostalCode': None, 'IsDefault': False, 'DeliveryInstruction': None}",,1475.0,221.25,1696.25,3319.08,497.86,3816.94,admin,,"[{'LineNumber': 1, 'LineType': None, 'Product': {'Guid': 'db69788b-b294-4cd3-9948-558912bbda80', 'ProductCode': 'STAIN', 'ProductDescription': 'Dark Wood Stain'}, 'OrderQuantity': 10.0, 'InvoiceQuantity': 10.0, 'UnitPrice': 147.5, 'DiscountRate': 0.0, 'LineTotal': 1475.0, 'Comments': None, 'TaxRate': 0.15, 'LineTax': 221.25, 'BCUnitPrice': 331.9082, 'SerialNumbers': None, 'BatchNumbers': None, 'Guid': '896651bb-cb30-42e2-85f6-89be41e1dae2', 'LastModifiedOn': '/Date(1590800533916)/'}]",69297738-a69c-485c-b145-b4be8647c219,2020-05-30 13:02:13.916
